date,cost_dollars,traded_dollars,w_AXISBANK,w_ITC,w_NTPC,w_RELIANCE,w_SBILIFE,w_TCS
2023-05-03,471.45923927892625,785765.3987982104,0.1826722364373458,0.16707647042324186,0.18139851364145665,0.16022589874321613,0.1224311129683441,0.18619576778639546
2023-06-02,1339.446222852222,2232410.37142037,0.0,0.3488803763027829,0.34759140602688354,0.3035282176703336,0.0,0.0
2023-07-04,1134.5966543018021,1890994.4238363365,0.19436903806430322,0.1939518410423275,0.18517065730252572,0.22622390175108328,0.0,0.20028456183976034
2023-08-02,1876.114534857652,3126857.5580960866,0.3561139718704882,0.28431548628895265,0.0,0.0,0.35957054184055914,0.0
2023-09-04,1155.2740338022559,1925456.7230037597,0.0,0.3260259602958124,0.0,0.0,0.3526613066155779,0.32131273308860975
2023-10-04,2024.2692827198841,3373782.1378664733,0.0,0.5,0.0,0.5,0.0,0.0
2023-11-02,1343.3742437471458,2238957.07291191,0.0,0.27326472599814605,0.17791344729211903,0.2779215598605927,0.0,0.2709002668491422
2023-12-04,1487.2763988843549,2478793.9981405917,0.0,0.0,0.0,0.5,0.0,0.5
2024-01-02,3449.313781228977,5748856.302048295,0.22174927677014356,0.32613551662632173,0.20981460176264424,0.0,0.24230060484089033,0.0
2024-02-02,1168.6101297633084,1947683.549605514,0.16318158213552827,0.20927724360345232,0.13404337418791362,0.16834117562632078,0.1519052393352172,0.17325138511156787
2024-03-04,1694.4135523195164,2824022.5871991944,0.3180834529912851,0.37865077365452826,0.0,0.0,0.3032657733541866,0.0
2024-04-02,1376.458889385683,2294098.148976139,0.5,0.0,0.0,0.0,0.5,0.0
2024-05-03,2414.586206355957,4024310.343926595,0.0,0.3547528980494379,0.0,0.0,0.32533103284997783,0.31991606910058423
2024-06-04,1151.1601214638688,1918600.2024397813,0.0,0.2225631246684097,0.13328577365576808,0.20280193524090936,0.21690590873755863,0.2244432576973542
2024-07-02,1337.6416442934012,2229402.740489002,0.0,0.36992767616841254,0.0,0.25042785206474333,0.0,0.3796444717668441
2024-08-02,892.7003299037524,1487833.8831729207,0.0,0.4018347780487426,0.19633044390251475,0.0,0.0,0.4018347780487426
2024-09-03,2974.821786982602,4958036.31163767,0.25397148255268726,0.2779236255982821,0.0,0.25916531378734614,0.2089395780616844,0.0
2024-10-03,2025.646081406395,3376076.8023439916,0.0,0.2980216486177783,0.23251979397184241,0.0,0.21517578349058222,0.2542827739197969
2024-11-04,1526.548406116451,2544247.343527418,0.18075236005076012,0.0,0.17544931769996047,0.2324949071563904,0.16014132404571788,0.2511620910471711
2024-12-03,2214.375045419627,3690625.0756993787,0.0,0.40036621707308584,0.27190038600319605,0.32773339692371806,0.0,0.0
2025-01-02,1597.3501188228843,2662250.1980381403,0.22511333940121178,0.2907101295379098,0.0,0.2626490199948569,0.2215275110660216,0.0
2025-02-03,1733.7827498023712,2889637.916337285,0.0,0.0,0.0,0.35942087252006005,0.32317009229387295,0.317409035186067
2025-03-04,1553.5140199090115,2589190.033181686,0.0,0.28033076703929066,0.20437784282620522,0.0,0.26379172045995536,0.2514996696745488
2025-04-02,1663.114308562108,2771857.180936846,0.0,0.0,0.0,0.35166468749449964,0.3126690219283679,0.33566629057713243
2025-05-05,1865.6280997795761,3109380.1662992937,0.0,0.3063291072275248,0.19704785902033095,0.22172701855084967,0.0,0.2748960152012946
2025-06-03,1253.0188863776473,2088364.8106294123,0.17293377569720728,0.2661527902950472,0.0,0.17405678289692503,0.17499710963642834,0.21185954147439215
2025-07-02,947.7124793712419,1579520.7989520698,0.2246433405837086,0.0,0.0,0.2451616422349838,0.25163464997913504,0.27856036720217264
2025-08-04,75.11805109794832,125196.75182991386,0.2293717332477614,0.0,0.0,0.24820479484202235,0.27497354423858666,0.2474499276716297
2025-09-02,30.671776645819914,51119.62774303319,0.23578112120928899,0.0,0.0,0.24556357316381927,0.2660559011397255,0.2525994044871663
2025-10-03,979.5916441533111,1632652.7402555186,0.21618404667338847,0.0,0.2812486795053686,0.24954702231890136,0.25302025150234164,0.0
2025-11-04,1718.0927732658554,2863487.9554430926,0.0,0.0,0.36331602517484535,0.3485316033449584,0.0,0.2881523714801962
2025-12-02,1153.1924289069686,1921987.3815116142,0.0,0.0,0.3554678881773038,0.33363030991443315,0.31090180190826316,0.0
2026-01-02,1262.5260936092411,2104210.1560154017,0.27900849576672215,0.0,0.36950644216427775,0.0,0.3514850620690002,0.0
2026-02-03,1449.797724854622,2416329.54142437,0.2955291741063856,0.28358350269317073,0.0,0.0,0.42088732320044364,0.0
2026-03-04,2155.8751609864903,3593125.2683108174,0.17244695433017143,0.0,0.19591773036246204,0.205184694858002,0.26844235848906073,0.15800826196030393
2026-04-02,673.5111975379474,1122518.6625632457,0.1392879729692185,0.1840697916648006,0.16673880376984743,0.1733759875229389,0.1852553932270885,0.15127205084610615
